Semana,Fecha,Día,Hora inicio,Hora fin,Especialidad,Actividad,Docente/Responsable,Aula,Tipo,Observaciones
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:00,10:30,Infectologia Pediatrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:00,10:30,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:00,10:30,Neonatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:00,10:30,Gastroenterologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:00,10:30,Reumatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:00,10:30,Neumologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Anestesiologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Cirugia General,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Urologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Ortopedia y Traumatologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Dermatologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,"Cirugia Plastica, Reconstructiva y Estetica",Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Pediatria,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Ginecologia y Obstetricia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Medicina de Urgencias,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Medicina Interna,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Neurologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Psiquiatria,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Radiologia e imagenes Diagnosticas,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Oftalmologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Cardiologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Anestesia Cardiovascular y Toracica,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Cirugia Cardiovascular,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Cardiologia Intervencionista y Hemodinamia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Electrofisiologia Cardiaca,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Medicina Critica y Cuidado Intensivo Adulto,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Medicina Critica y Cuidado Intensivo Pediatrico,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Dermatopatologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Mastologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Infectologia Pediatrica,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Dolor y Cuidado Paliativo,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Neonatologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Gastroenterologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Reumatologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,10:30,11:30,Neumologia,Conceptos generales de epidemiologia y medicina basada en evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Anestesiologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Cirugia General,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Urologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Ortopedia y Traumatologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Dermatologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,"Cirugia Plastica, Reconstructiva y Estetica",Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Pediatria,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Ginecologia y Obstetricia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Medicina de Urgencias,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Medicina Interna,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Neurologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Psiquiatria,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Radiologia e imagenes Diagnosticas,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Oftalmologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Cardiologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Anestesia Cardiovascular y Toracica,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Cirugia Cardiovascular,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Cardiologia Intervencionista y Hemodinamia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Electrofisiologia Cardiaca,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Medicina Critica y Cuidado Intensivo Adulto,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Medicina Critica y Cuidado Intensivo Pediatrico,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Dermatopatologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Mastologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Infectologia Pediatrica,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Dolor y Cuidado Paliativo,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Neonatologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Gastroenterologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Reumatologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,11:30,12:30,Neumologia,Induccion laboratorios de simulacion,Paulina Herrera,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Anestesiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cirugia General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Urologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Ortopedia y Traumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Dermatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,"Cirugia Plastica, Reconstructiva y Estetica",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Pediatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Ginecologia y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Neurologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Psiquiatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Radiologia e imagenes Diagnosticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Oftalmologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cardiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Anestesia Cardiovascular y Toracica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cirugia Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cardiologia Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Electrofisiologia Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Medicina Critica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Medicina Critica y Cuidado Intensivo Pediatrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Dermatopatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Mastologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Infectologia Pediatrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Neonatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Gastroenterologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Reumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,12:30,13:30,Neumologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Anestesiologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cirugia General,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Urologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Ortopedia y Traumatologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Dermatologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,"Cirugia Plastica, Reconstructiva y Estetica",Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Pediatria,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Ginecologia y Obstetricia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina de Urgencias,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina Interna,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Neurologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Psiquiatria,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Radiologia e imagenes Diagnosticas,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Oftalmologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cardiologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Anestesia Cardiovascular y Toracica,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cirugia Cardiovascular,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cardiologia Intervencionista y Hemodinamia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Electrofisiologia Cardiaca,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina Critica y Cuidado Intensivo Adulto,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina Critica y Cuidado Intensivo Pediatrico,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Dermatopatologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Mastologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Infectologia Pediatrica,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Dolor y Cuidado Paliativo,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Neonatologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Gastroenterologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Reumatologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,13:30,15:30,Neumologia,Bioetica III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Anestesiologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cirugia General,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Urologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Ortopedia y Traumatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Dermatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,"Cirugia Plastica, Reconstructiva y Estetica",DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Pediatria,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Ginecologia y Obstetricia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina de Urgencias,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina Interna,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Neurologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Psiquiatria,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Radiologia e imagenes Diagnosticas,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Oftalmologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cardiologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Anestesia Cardiovascular y Toracica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cirugia Cardiovascular,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cardiologia Intervencionista y Hemodinamia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Electrofisiologia Cardiaca,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina Critica y Cuidado Intensivo Adulto,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina Critica y Cuidado Intensivo Pediatrico,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Dermatopatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Mastologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Infectologia Pediatrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Neonatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Gastroenterologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Reumatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,15:30,16:00,Neumologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,16:00,18:00,Cirugia General,Conceptos basicos de cirugia laparoscopica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,16:00,18:00,Urologia,Conceptos basicos de cirugia laparoscopica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,16:00,18:00,Ortopedia y Traumatologia,Conceptos basicos de cirugia laparoscopica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,16:00,18:00,"Cirugia Plastica, Reconstructiva y Estetica",Conceptos basicos de cirugia laparoscopica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIeRCOLES 3 JUNIO,Miércoles,16:00,18:00,Ginecologia y Obstetricia,Conceptos basicos de cirugia laparoscopica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Anestesiologia,Curso de Reanimacion Grupo 1 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Cirugia General,Curso de Reanimacion Grupo 1 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Urologia,Curso de Reanimacion Grupo 1 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Ortopedia y Traumatologia,Curso de Reanimacion Grupo 1 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Dermatologia,Curso de Reanimacion Grupo 1 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,"Cirugia Plastica, Reconstructiva y Estetica",Curso de Reanimacion Grupo 1 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Ginecologia y Obstetricia,Curso de Reanimacion Grupo G - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
