Semana,Fecha,Día,Hora inicio,Hora fin,Especialidad,Actividad,Docente/Responsable,Aula,Tipo,Observaciones
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Neurologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Psiquiatria,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Radiologia e imagenes Diagnosticas,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Oftalmologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cardiologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Anestesia Cardiovascular y Toracica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cirugia Cardiovascular,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cardiologia Intervencionista y Hemodinamia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Electrofisiologia Cardiaca,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Medicina Critica y Cuidado Intensivo Adulto,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Medicina Critica y Cuidado Intensivo Pediatrico,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Dermatopatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Mastologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Infectologia Pediatrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Neonatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Gastroenterologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Reumatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Neumologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Anestesiologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cirugia General,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Urologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Ortopedia y Traumatologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Dermatologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,"Cirugia Plastica, Reconstructiva y Estetica",Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Pediatria,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Ginecologia y Obstetricia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina de Urgencias,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina Interna,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Neurologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Psiquiatria,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Radiologia e imagenes Diagnosticas,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Oftalmologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cardiologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Anestesia Cardiovascular y Toracica,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cirugia Cardiovascular,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cardiologia Intervencionista y Hemodinamia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Electrofisiologia Cardiaca,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina Critica y Cuidado Intensivo Adulto,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina Critica y Cuidado Intensivo Pediatrico,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Dermatopatologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Mastologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Infectologia Pediatrica,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Dolor y Cuidado Paliativo,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Neonatologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Gastroenterologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Reumatologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Neumologia,Salud Publica I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Anestesiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Cirugia General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Urologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Ortopedia y Traumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Dermatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,"Cirugia Plastica, Reconstructiva y Estetica",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Pediatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Ginecologia y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Neurologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Psiquiatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Radiologia e imagenes Diagnosticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Oftalmologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Cardiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Anestesia Cardiovascular y Toracica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Cirugia Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Cardiologia Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Electrofisiologia Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Medicina Critica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Medicina Critica y Cuidado Intensivo Pediatrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Dermatopatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Mastologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Infectologia Pediatrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Neonatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Gastroenterologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Reumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Neumologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Anestesiologia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Cirugia General,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Urologia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Ortopedia y Traumatologia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Medicina de Urgencias,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Radiologia e imagenes Diagnosticas,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Cardiologia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Anestesia Cardiovascular y Toracica,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Cirugia Cardiovascular,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Cardiologia Intervencionista y Hemodinamia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Electrofisiologia Cardiaca,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Medicina Critica y Cuidado Intensivo Adulto,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Gastroenterologia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,13:30,14:30,Neumologia,Curso de radioproteccion Sievert,Presentacion oficina de seguridad y salud en el trabajo,C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:00,16:30,Ginecologia y Obstetricia,Clase Dra. Bibiana,Dra Bibiana,Virtual,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:30,16:30,Neurologia,Capacitacion Biblioteca (Grupo D),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:30,16:30,Psiquiatria,Capacitacion Biblioteca (Grupo D),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:30,18:00,Radiologia e imagenes Diagnosticas,Clase Radiologia  - Tecnica de ecografia y fisica aplicada,Dr. Mateo Correa,"Laboratorio anatomia 2, bloque C",Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:30,16:30,Gastroenterologia,Capacitacion Biblioteca (Grupo D),Carlos Castañeda,Pendiente,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:30,16:30,Reumatologia,Capacitacion Biblioteca (Grupo D),Carlos Castañeda,Pendiente,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,14:30,16:30,Neumologia,Capacitacion Biblioteca (Grupo D),Carlos Castañeda,Pendiente,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,7:00,12:00,Urologia,Practica de Suturas Grupo 2,Michel Ferraro,Aula Laboratorio de Anatomia Bloque C,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,7:00,12:00,Ortopedia y Traumatologia,Practica de Suturas Grupo 2,Michel Ferraro,Aula Laboratorio de Anatomia Bloque C,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,7:00,12:00,Ginecologia y Obstetricia,Practica de Suturas Grupo 2,Michel Ferraro,Aula Laboratorio de Anatomia Bloque C,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,7:00,10:00,Oftalmologia,Procesamiento Visual,Dra Pilar Oviedo Caceres,Aula B505,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,8:00,10:00,Psiquiatria,Taller HC - R3,Dra. Eliana Taborda,Aula B506,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,8:00,12:00,Radiologia e imagenes Diagnosticas,Clase Radiologia -  Anatomia higado y v. biliares,Dr. Martin Orozco,"Laboratorio anatomia 2, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Psiquiatria,Taller HC - R4,Dra. Eliana Taborda,Aula B506,Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Cardiologia,Anatomia del Sistema Circulatorio (Perfusion y Circulacion Extracorporea),Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Anestesia Cardiovascular y Toracica,Anatomia del Sistema Circulatorio (Perfusion y Circulacion Extracorporea),Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Cirugia Cardiovascular,Anatomia del Sistema Circulatorio (Perfusion y Circulacion Extracorporea),Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Cardiologia Intervencionista y Hemodinamia,Anatomia del Sistema Circulatorio (Perfusion y Circulacion Extracorporea),Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Electrofisiologia Cardiaca,Anatomia del Sistema Circulatorio (Perfusion y Circulacion Extracorporea),Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,10:00,12:00,Medicina Critica y Cuidado Intensivo Adulto,Anatomia del Sistema Circulatorio (Perfusion y Circulacion Extracorporea),Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,13:00,15:00,Cirugia General,Anatomia clinica de Pared Abdominal,Dra. Isabel Cristina Rojas Gallego,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,13:00,15:00,"Cirugia Plastica, Reconstructiva y Estetica",Anatomia clinica de Pared Abdominal,Dra. Isabel Cristina Rojas Gallego,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 2,VIERNES 12 JUNIO,Viernes,14:00,16:30,Radiologia e imagenes Diagnosticas,Practica Nudos Quirurgicos,Michel Ferraro,"Aula Laboratorio de Anatomia 2, Bloque C",Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Pediatria,Curso de Reanimacion Grupo P - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Radiologia e imagenes Diagnosticas,Curso de Reanimacion Grupo 2 - Dia 1Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Pendiente,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Cardiologia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Anestesia Cardiovascular y Toracica,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Cirugia Cardiovascular,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Cardiologia Intervencionista y Hemodinamia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Electrofisiologia Cardiaca,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Medicina Critica y Cuidado Intensivo Adulto,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Medicina Critica y Cuidado Intensivo Pediatrico,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Dermatopatologia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Mastologia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Infectologia Pediatrica,Curso de Reanimacion Grupo P - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Dolor y Cuidado Paliativo,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Neonatologia,Curso de Reanimacion Grupo P - Dia 2,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Gastroenterologia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Reumatologia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 2,SABADO 13 JUNIO,Sábado,7:00,17:00,Neumologia,Curso de Reanimacion Grupo 2 - Dia 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulacion bloque C  - Pendiente definir,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,7:00,11:00,Anestesiologia,Bioetica Tema I: Grupo E,Dra. Julieta Moreno,Aula B1103,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,7:00,11:00,Urologia,Bioetica Tema I: Grupo E,Dra. Julieta Moreno,Aula B1103,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,7:00,11:00,Dermatologia,Bioetica Tema II: Grupo D,Dra. Clara Cossio,Aula B1003,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,7:00,11:00,"Cirugia Plastica, Reconstructiva y Estetica",Bioetica Tema II: Grupo D,Dra. Clara Cossio,Aula B1003,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,8:00,10:00,Psiquiatria,Taller HC - R1,Dra. Eliana Taborda,Aula B506,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,8:00,12:00,Radiologia e imagenes Diagnosticas,Clase Radiologia - Tiroides y ganglios normales,Dra. Marian Zea,Laboratorio Simulacion bloque C - Pendiente confirmar ecografo,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,8:00,10:00,Oftalmologia,optica y  Refraccion,Dra. Pilar Oviedo Caceres,Aula B505,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,10:00,12:00,Ginecologia y Obstetricia,Casos practicos en obstetricia (PPT - RPM - THE),Dr. Julian Pelaez,Aula A102,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,10:00,12:00,Medicina de Urgencias,Anatomia clinica del adulto,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,10:00,12:00,Medicina Interna,Anatomia clinica del adulto,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,10:00,12:00,Psiquiatria,Taller HC - R2,Dra. Eliana Taborda,Aula B506,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,10:00,12:00,Oftalmologia,Evaluacion Refractiva,Dra. Pilar Oviedo Caceres,Aula B505,Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,10:00,12:00,Medicina Critica y Cuidado Intensivo Adulto,Anatomia clinica del adulto,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Anestesiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Cirugia General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Urologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Ortopedia y Traumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Dermatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,"Cirugia Plastica, Reconstructiva y Estetica",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Pediatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Ginecologia y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Neurologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Psiquiatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Radiologia e imagenes Diagnosticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Oftalmologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Cardiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,MARTES 16 JUNIO,Martes,12:00,13:00,Anestesia Cardiovascular y Toracica,ALMUERZO,No aplica,No aplica,Almuerzo,
